Country,YearsWithThisDatabase,OtherDatabases,YearsWithThisTypeOfJob,JobTitle,OtherPeopleOnYourTeam,EmploymentStatus,EmploymentSector,Survey Year,PrimaryDatabase,ManageStaff,HowManyCompanies,Gender,Actual Salary,Predicted Salary
United States,19,"Microsoft SQL Server, MySQL/MariaDB, DB2, Microsoft Access, Azure SQL DB (any flavor), CosmosDB",8,Architect,6,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,145000.0,153415.99999999997
Greece,23,"Microsoft SQL Server, Oracle, MongoDB, Azure SQL DB",30,Architect,1,Consulting Full time employee,Private business,2019,Microsoft SQL Server,No,6,Male,50000.0,64839.059720000005
Canada,5,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",5,Manager,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,70000.0,79815.98
United States,8,Oracle,10,Developer: BI,2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,86000.0,103518.34999999999
United States,5,SQLite,2,Analyst,6,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,80000.0,106300.0
Germany,17,"Oracle, DB2, SAP, Azure SQL DB",5,Architect,5,Independent consultant,Private business,2018,Microsoft SQL Server,Yes,0,Male,110000.0,97399.0
United States,5,Oracle,1,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70400.0,89389.28
Portugal,18,"MySQL/MariaDB, PostgreSQL, Elasticsearch, Azure SQL DB, Amazon RDS (any flavor)",5,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,20000.0,74669.6112
United States,15,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Azure SQL DB",1,Developer: BI,6,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,95000.0,125981.79999999999
United States,7,"Microsoft SQL Server, Oracle",7,Engineer,2,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,105000.0,95478.42
United States,25,"PostgreSQL, Redis, Hive",9,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,130000.0,129246.5
United States,7,Azure SQL DB,7,Manager,2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,97000.0,118684.45999999999
United States,12,"Microsoft SQL Server, MongoDB, Microsoft Access",3,DBA,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,104000.0,111268.0
United States,8,"Microsoft SQL Server, Microsoft Access",10,Developer: BI,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Female,85000.0,110503.2
United States,15,"Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite",15,DBA,0,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,65000.0,99690.26000000001
United States,13,"Microsoft SQL Server, Azure SQL DB (any flavor)",13,Developer: T-SQL,0,Full time employee,"Education (K-12, college, university)",2021,Microsoft SQL Server,No,2,Male,117000.0,92924.0
United States,8,MySQL/MariaDB,3,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,90656.1
Australia,16,Microsoft Access,16,DBA (Production Focus),0,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Female,80500.0,83319.29999999999
United States,17,"Microsoft SQL Server, Azure SQL DB",17,Manager,3,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,152000.0,130995.62269999998
Canada,1,Microsoft SQL Server,13,Developer: App Code,2,Independent consultant,Non-profit,2018,Azure SQL DB,No,0,Male,130000.0,72032.31240000001
United States,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access",15,DBA (General),1,Full time employee,"Education (K-12, college, university)",2021,Microsoft SQL Server,No,2,Female,100000.0,103548.51
United States,11,"PostgreSQL, Microsoft Access, Elasticsearch, Azure SQL DB, Amazon RDS (any flavor)",1,Architect,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,121000.0,125427.7
United States,9,Microsoft SQL Server,9,DBA,1,Consulting Full time employee,Federal government,2017,Oracle,No,0,Not Asked,109000.0,132459.37999999998
United Kingdom,18,Azure SQL DB (any flavor),20,DBA (Development Focus),1,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,85000.0,70092.78
United States,10,"Oracle, MySQL/MariaDB",15,DBA (Production Focus),1,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,62000.0,86173.94
United States,18,"Oracle, MySQL/MariaDB, PostgreSQL, DB2",10,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,85000.0,132388.42
United States,2,Microsoft Access,2,Analyst,3,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,77000.0,84840.00000000001
United States,1,"Microsoft SQL Server, Oracle, MySQL/MariaDB",1,Developer: App Code,1,Consulting Full time employee,Federal government,2020,Microsoft SQL Server,Yes,2,Male,60000.0,88320.26
Australia,4,Oracle,4,Developer: BI,0,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,124000.0,89321.68000000001
Latvia,2,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access, Redis, SQLite",2,Developer: App Code,2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,24000.0,28448.06805999999
United Kingdom,6,"MySQL/MariaDB, DB2, Microsoft Access, Azure SQL DB (any flavor)",2,Developer: BI,2,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,45000.0,55751.5875
United States,19,"Oracle, Azure SQL DB (any flavor), Amazon RDS (any flavor)",19,DBA (General),0,Full time employee,"Education (K-12, college, university)",2020,Microsoft SQL Server,Yes,0,Male,110000.0,119150.0
United States,2,"MongoDB, Microsoft Access, Redis",2,Engineer,4,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,65000.0,106205.59999999999
Hungary,3,"Azure SQL DB, Amazon RDS (any flavor)",3,DBA (General),6,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,32000.0,30414.810000000027
United States,9,"Microsoft SQL Server, Azure SQL DB, Redshift, Azure DW",3,Manager,0,Full time employee,Non-profit,2019,Microsoft SQL Server,Yes,1,Male,130000.0,111104.72999999998
United States,8,Microsoft Access,1,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,107640.00000000001
United States,4,Azure SQL DB,2,DBA (General),0,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,70000.0,79242.82
United Kingdom,19,Amazon RDS (any flavor),5,Architect,0,Independent consultant,Private business,2019,Microsoft SQL Server,No,0,Male,165000.0,127211.69999999998
United States,30,"Oracle, MySQL/MariaDB, Microsoft Access",25,DBA,0,Full time employee,State/province government,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,109396.20000000003
United States,11,Microsoft SQL Server,11,DBA (Production Focus),6,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,90000.0,125718.2
United Kingdom,15,"Oracle, DB2",25,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,60000.0,63718.62
United States,13,"Oracle, PostgreSQL, DB2, Datacom ",1,DBA,2,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,94000.0,116864.0
United States,6,Azure SQL DB,6,DBA (Production Focus),0,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,70000.0,103466.56999999999
Belgium,10,"MongoDB, SQLite",10,DBA (Production Focus),1,Independent consultant,Private business,2019,Microsoft SQL Server,Yes,2,Male,180000.0,77168.79
United States,10,"Microsoft SQL Server, Redis, Amazon RDS (any flavor)",4,Architect,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,120000.0,112833.3
United States,18,"Microsoft SQL Server, MongoDB",3,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,98670.0,113128.04000000001
New Zealand,10,"Microsoft SQL Server, Oracle, Microsoft Access, SQLite, Sybase",6,DBA / BI Developer,2,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,55700.0,70960.54999999999
United States,15,"Microsoft SQL Server, Microsoft Access, Amazon RDS (any flavor)",2,DBA (General),0,Full time employee,Non-profit,2021,Microsoft SQL Server,No,0,Male,107000.0,114936.04000000001
United States,3,"Microsoft SQL Server, Amazon RDS (any flavor)",3,Engineer,0,Full time employee,Private business,2019,Microsoft SQL Server,No,1,Female,85000.0,84819.6
Australia,15,Microsoft Access,5,DBA,1,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,65000.0,79205.914
United States,25,PostgreSQL,22,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,No,6,Male,110000.0,126093.68999999999
United States,20,"Oracle, PostgreSQL, Amazon RDS (any flavor)",5,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,145000.0,120422.87999999998
United Kingdom,8,MySQL/MariaDB,8,Developer: App Code,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,62000.0,59497.454500000014
United States,18,"MongoDB, Cassandra, Microsoft Access, Teradata",8,Architect,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Female,120000.0,141155.99999999997
United States,11,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, SAP",2,DBA (General),1,Full time employee,Non-profit,2019,Microsoft SQL Server,No,0,Male,92500.0,102324.0
United States,20,Microsoft SQL Server,6,DBA (Production Focus),1,Full time employee,Private business,2020,Microsoft SQL Server,No,6,Male,122000.0,134155.09000000003
United States,7,"SQLite, Azure SQL DB (any flavor)",8,DBA (General),1,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,120000.0,98415.18000000001
United States,21,"Oracle, DB2",15,Developer: BI,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,117031.0,111853.40710000001
Canada,5,"Microsoft SQL Server, Oracle, DB2, Microsoft Access",20,DBA (Development Focus),3,Full time employee,Private business,2021,PostgreSQL,No,6,Male,75000.0,57437.39999999998
United Kingdom,12,"Oracle, MySQL/MariaDB, Microsoft Access",12,DBA (Production Focus),0,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Male,50000.0,47833.88999999999
United States,5,Mysql ,5,Analyst,2,Full time employee,State/province government,2021,Microsoft SQL Server,No,0,Male,70000.0,82473.14
United States,9,"SQLite, Azure SQL DB (any flavor)",4,Developer: T-SQL,1,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,110000.0,97070.96
United States,6,"MySQL/MariaDB, MongoDB",2,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,105000.0,80977.95
United States,10,"Microsoft SQL Server, BigQuery",4,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,102500.0,104298.18
United States,8,"Microsoft SQL Server, Azure SQL DB",4,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,123000.0,102609.09999999999
United States,3,"MySQL/MariaDB, SQLite, Snowflake",1,Architect,2,Full time employee,Private business,2021,Other,No,0,Male,68000.0,97045.0
United States,16,"MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite",17,Architect,1,Full time employee,Federal government,2020,Microsoft SQL Server,Yes,1,Male,162788.0,132885.22999999998
United States,1,"PostgreSQL, Microsoft Access",1,Analyst,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70000.0,60302.99999999997
United Kingdom,13,"Oracle, MySQL/MariaDB, Microsoft Access",13,Developer: T-SQL,0,Full time employee,"Education (K-12, college, university)",2020,Microsoft SQL Server,Yes,6,Male,85358.0,76648.55
United States,4,"MongoDB, Microsoft Access",4,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,85000.0,79052.29
United States,6,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access",4,Engineer,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,95000.0,88843.6
United States,6,"Oracle, Microsoft Access, Azure SQL DB",4,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,81000.0,87852.49
United States,3,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, DB2",5,Developer: BI,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,172000.0,88305.84
United States,15,Microsoft SQL Server,10,DBA (Development Focus),3,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,134000.0,110439.16440000001
Canada,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access, SQLite, Amazon RDS (any flavor)",15,DBA (Production Focus),0,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,75000.0,82105.19769999999
Canada,10,"Microsoft SQL Server, Oracle",10,DBA (Production Focus),1,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,60750.0,72985.59
China,7,Cassandra,1,Developer: T-SQL,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,66000.0,51325.551899999984
Canada,7,MySQL/MariaDB,3,DBA (General),0,Full time employee,Private business,2019,Microsoft SQL Server,No,1,Female,48650.0,57861.149999999994
United Kingdom,6,"Microsoft SQL Server, Microsoft Access, Azure SQL DB (any flavor), Cache,IBM",6,Developer: T-SQL,3,Full time employee,State/province government,2020,Microsoft SQL Server,No,1,Male,48659.0,56645.06999999999
Brazil,5,"Oracle, DB2, Microsoft Access",5,Manager,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,60000.0,37727.441999999995
United Kingdom,3,"Microsoft SQL Server, Microsoft Access, SQLite",4,Analyst,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,40000.0,48562.51200000002
India,8,"Microsoft SQL Server, MongoDB",4,Developer: T-SQL,2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,18900.0,17164.326000000045
France,8,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, DB2",1,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,59000.0,61941.42
United States,7,"Microsoft SQL Server, PostgreSQL",7,DBA (Production Focus),0,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,100000.0,90379.0
Finland,20,PostgreSQL,20,Developer: App Code,3,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,105000.0,76568.0
United States,20,"Microsoft SQL Server, Oracle, DB2",9,DBA (General),0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,119000.0,123571.98999999999
United States,8,"MySQL/MariaDB, MongoDB, Cassandra",8,Developer: T-SQL,6,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,130000.0,100237.26
Canada,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, Redis, SQLite, Elasticsearch",15,Developer: App Code,5,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,66000.0,89606.23
United States,13,Azure SQL DB,3,Analyst,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,96000.0,99627.84
Canada,21,"Microsoft Access, Azure SQL DB",10,Architect,3,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,100000.0,97119.26
United States,30,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, Azure SQL DB (any flavor)",30,Other,0,Full time employee,Local government,2020,Microsoft SQL Server,No,0,Male,85000.0,104604.22
United States,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, DB2, Cassandra, Azure SQL DB (any flavor), Amazon RDS (any flavor)",1,Architect,2,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,125000.0,126605.0
India,4,"Microsoft SQL Server, PostgreSQL",1,DBA,5,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,13000.0,11225.330000000002
Canada,8,"Microsoft SQL Server, Oracle, Azure SQL DB, Amazon RDS (any flavor), Redshift",1,Architect,2,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70000.0,76266.31999999999
United States,25,Microsoft SQL Server,5,DBA (Production Focus),2,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,120000.0,114774.20479999999
United States,20,"Microsoft SQL Server, MongoDB",5,DBA (General),2,Full time employee,Private business,2018,Oracle,No,0,Male,125000.0,131282.94
Vietnam,5,"PostgreSQL, MongoDB, Redis, Redshift",5,Architect,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,36000.0,92702.0
India,4,Microsoft SQL Server,1,DBA,6,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,11300.000000000015,11471.11000000003
United States,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB",12,DBA (Production Focus),5,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,104000.0,115616.0
Canada,7,Microsoft SQL Server,7,Developer: App Code,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,66000.0,69018.48999999999
