Country,YearsWithThisDatabase,OtherDatabases,YearsWithThisTypeOfJob,JobTitle,OtherPeopleOnYourTeam,EmploymentStatus,EmploymentSector,Survey Year,PrimaryDatabase,ManageStaff,HowManyCompanies,Gender,Actual Salary,Predicted Salary
United States,8,Oracle,10,Developer: BI,2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,86000.0,99078.555
United States,5,SQLite,2,Analyst,6,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,80000.0,99802.67
Germany,17,"Oracle, DB2, SAP, Azure SQL DB",5,Architect,5,Independent consultant,Private business,2018,Microsoft SQL Server,Yes,0,Male,110000.0,91571.5
United States,5,Oracle,1,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70400.0,84554.72
Portugal,18,"MySQL/MariaDB, PostgreSQL, Elasticsearch, Azure SQL DB, Amazon RDS (any flavor)",5,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,20000.0,50142.395
United States,15,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Azure SQL DB",1,Developer: BI,6,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,95000.0,133212.55
United States,7,"Microsoft SQL Server, Oracle",7,Engineer,2,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,105000.0,105749.555
United States,25,"PostgreSQL, Redis, Hive",9,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,130000.0,124547.89
United States,7,Azure SQL DB,7,Manager,2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,97000.0,127544.54
United States,12,"Microsoft SQL Server, MongoDB, Microsoft Access",3,DBA,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,104000.0,123109.2
United States,8,"Microsoft SQL Server, Microsoft Access",10,Developer: BI,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Female,85000.0,108169.38
United States,15,"Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite",15,DBA,0,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,65000.0,89350.195
United States,13,"Microsoft SQL Server, Azure SQL DB (any flavor)",13,Developer: T-SQL,0,Full time employee,"Education (K-12, college, university)",2021,Microsoft SQL Server,No,2,Male,117000.0,97467.6
United States,8,MySQL/MariaDB,3,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,86478.555
Australia,16,Microsoft Access,16,DBA (Production Focus),0,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Female,80500.0,73746.984
United States,17,"Microsoft SQL Server, Azure SQL DB",17,Manager,3,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,152000.0,129288.414
Canada,1,Microsoft SQL Server,13,Developer: App Code,2,Independent consultant,Non-profit,2018,Azure SQL DB,No,0,Male,130000.0,97086.16
United States,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access",15,DBA (General),1,Full time employee,"Education (K-12, college, university)",2021,Microsoft SQL Server,No,2,Female,100000.0,104459.71
United States,11,"PostgreSQL, Microsoft Access, Elasticsearch, Azure SQL DB, Amazon RDS (any flavor)",1,Architect,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,121000.0,118603.73
United States,9,Microsoft SQL Server,9,DBA,1,Consulting Full time employee,Federal government,2017,Oracle,No,0,Not Asked,109000.0,145533.94
United Kingdom,18,Azure SQL DB (any flavor),20,DBA (Development Focus),1,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,85000.0,73809.3
United States,10,"Oracle, MySQL/MariaDB",15,DBA (Production Focus),1,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,62000.0,92106.9
United States,18,"Oracle, MySQL/MariaDB, PostgreSQL, DB2",10,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,85000.0,118946.44
United States,2,Microsoft Access,2,Analyst,3,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,77000.0,71931.016
United States,1,"Microsoft SQL Server, Oracle, MySQL/MariaDB",1,Developer: App Code,1,Consulting Full time employee,Federal government,2020,Microsoft SQL Server,Yes,2,Male,60000.0,82785.92
Australia,4,Oracle,4,Developer: BI,0,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,124000.0,82733.08
Latvia,2,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access, Redis, SQLite",2,Developer: App Code,2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,24000.0,27921.176
United Kingdom,6,"MySQL/MariaDB, DB2, Microsoft Access, Azure SQL DB (any flavor)",2,Developer: BI,2,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,45000.0,52609.2
United States,19,"Oracle, Azure SQL DB (any flavor), Amazon RDS (any flavor)",19,DBA (General),0,Full time employee,"Education (K-12, college, university)",2020,Microsoft SQL Server,Yes,0,Male,110000.0,114147.945
United States,2,"MongoDB, Microsoft Access, Redis",2,Engineer,4,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,65000.0,98207.695
Hungary,3,"Azure SQL DB, Amazon RDS (any flavor)",3,DBA (General),6,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,32000.0,29915.719
United States,9,"Microsoft SQL Server, Azure SQL DB, Redshift, Azure DW",3,Manager,0,Full time employee,Non-profit,2019,Microsoft SQL Server,Yes,1,Male,130000.0,127062.19
United States,8,Microsoft Access,1,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,89928.2
United States,4,Azure SQL DB,2,DBA (General),0,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,70000.0,73261.26
United Kingdom,19,Amazon RDS (any flavor),5,Architect,0,Independent consultant,Private business,2019,Microsoft SQL Server,No,0,Male,165000.0,120390.7
United States,30,"Oracle, MySQL/MariaDB, Microsoft Access",25,DBA,0,Full time employee,State/province government,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,81409.21
United States,11,Microsoft SQL Server,11,DBA (Production Focus),6,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,90000.0,122199.375
United Kingdom,15,"Oracle, DB2",25,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,60000.0,68937.484
United States,13,"Oracle, PostgreSQL, DB2, Datacom ",1,DBA,2,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,94000.0,115351.875
United States,6,Azure SQL DB,6,DBA (Production Focus),0,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,70000.0,105314.836
Belgium,10,"MongoDB, SQLite",10,DBA (Production Focus),1,Independent consultant,Private business,2019,Microsoft SQL Server,Yes,2,Male,180000.0,75443.85
United States,10,"Microsoft SQL Server, Redis, Amazon RDS (any flavor)",4,Architect,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,120000.0,122197.164
United States,18,"Microsoft SQL Server, MongoDB",3,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,98670.0,118866.08
New Zealand,10,"Microsoft SQL Server, Oracle, Microsoft Access, SQLite, Sybase",6,DBA / BI Developer,2,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,55700.0,90305.99
United States,15,"Microsoft SQL Server, Microsoft Access, Amazon RDS (any flavor)",2,DBA (General),0,Full time employee,Non-profit,2021,Microsoft SQL Server,No,0,Male,107000.0,122972.07
United States,3,"Microsoft SQL Server, Amazon RDS (any flavor)",3,Engineer,0,Full time employee,Private business,2019,Microsoft SQL Server,No,1,Female,85000.0,84404.805
Australia,15,Microsoft Access,5,DBA,1,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,65000.0,93652.484
United States,25,PostgreSQL,22,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,No,6,Male,110000.0,130340.76
United States,20,"Oracle, PostgreSQL, Amazon RDS (any flavor)",5,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,145000.0,131488.53
United Kingdom,8,MySQL/MariaDB,8,Developer: App Code,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,62000.0,50338.32
United States,18,"MongoDB, Cassandra, Microsoft Access, Teradata",8,Architect,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Female,120000.0,139936.42
United States,11,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, SAP",2,DBA (General),1,Full time employee,Non-profit,2019,Microsoft SQL Server,No,0,Male,92500.0,111243.49
United States,20,Microsoft SQL Server,6,DBA (Production Focus),1,Full time employee,Private business,2020,Microsoft SQL Server,No,6,Male,122000.0,142011.69
United States,7,"SQLite, Azure SQL DB (any flavor)",8,DBA (General),1,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,120000.0,100382.96
United States,21,"Oracle, DB2",15,Developer: BI,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,117031.0,98811.95
Canada,5,"Microsoft SQL Server, Oracle, DB2, Microsoft Access",20,DBA (Development Focus),3,Full time employee,Private business,2021,PostgreSQL,No,6,Male,75000.0,92379.83
United Kingdom,12,"Oracle, MySQL/MariaDB, Microsoft Access",12,DBA (Production Focus),0,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Male,50000.0,50747.59
United States,5,Mysql ,5,Analyst,2,Full time employee,State/province government,2021,Microsoft SQL Server,No,0,Male,70000.0,79256.01
United States,9,"SQLite, Azure SQL DB (any flavor)",4,Developer: T-SQL,1,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,110000.0,96265.41
United States,6,"MySQL/MariaDB, MongoDB",2,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,105000.0,88335.56
United States,10,"Microsoft SQL Server, BigQuery",4,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,102500.0,116189.68
United States,8,"Microsoft SQL Server, Azure SQL DB",4,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,123000.0,106088.695
United States,3,"MySQL/MariaDB, SQLite, Snowflake",1,Architect,2,Full time employee,Private business,2021,Other,No,0,Male,68000.0,106675.07
United States,16,"MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite",17,Architect,1,Full time employee,Federal government,2020,Microsoft SQL Server,Yes,1,Male,162788.0,151257.39
United States,1,"PostgreSQL, Microsoft Access",1,Analyst,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70000.0,58055.4
United Kingdom,13,"Oracle, MySQL/MariaDB, Microsoft Access",13,Developer: T-SQL,0,Full time employee,"Education (K-12, college, university)",2020,Microsoft SQL Server,Yes,6,Male,85358.0,63140.754
United States,4,"MongoDB, Microsoft Access",4,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,85000.0,79868.06
United States,6,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access",4,Engineer,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,95000.0,99543.555
United States,6,"Oracle, Microsoft Access, Azure SQL DB",4,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,81000.0,84232.39
United States,3,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, DB2",5,Developer: BI,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,172000.0,95494.02
United States,15,Microsoft SQL Server,10,DBA (Development Focus),3,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,134000.0,120867.625
Canada,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access, SQLite, Amazon RDS (any flavor)",15,DBA (Production Focus),0,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,75000.0,84758.55
Canada,10,"Microsoft SQL Server, Oracle",10,DBA (Production Focus),1,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,60750.0,74161.016
China,7,Cassandra,1,Developer: T-SQL,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,66000.0,35966.207
Canada,7,MySQL/MariaDB,3,DBA (General),0,Full time employee,Private business,2019,Microsoft SQL Server,No,1,Female,48650.0,57496.54
United Kingdom,6,"Microsoft SQL Server, Microsoft Access, Azure SQL DB (any flavor), Cache,IBM",6,Developer: T-SQL,3,Full time employee,State/province government,2020,Microsoft SQL Server,No,1,Male,48659.0,49708.1
Brazil,5,"Oracle, DB2, Microsoft Access",5,Manager,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,60000.0,38678.543
United Kingdom,3,"Microsoft SQL Server, Microsoft Access, SQLite",4,Analyst,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,40000.0,42680.324
India,8,"Microsoft SQL Server, MongoDB",4,Developer: T-SQL,2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,18900.0,13973.703
France,8,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, DB2",1,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,59000.0,58393.473
United States,7,"Microsoft SQL Server, PostgreSQL",7,DBA (Production Focus),0,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,100000.0,94519.375
Finland,20,PostgreSQL,20,Developer: App Code,3,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,105000.0,80021.75
United States,20,"Microsoft SQL Server, Oracle, DB2",9,DBA (General),0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,119000.0,123320.83
United States,8,"MySQL/MariaDB, MongoDB, Cassandra",8,Developer: T-SQL,6,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,130000.0,106837.66
Canada,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, Redis, SQLite, Elasticsearch",15,Developer: App Code,5,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,66000.0,83712.36
United States,13,Azure SQL DB,3,Analyst,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,96000.0,95797.2
Canada,21,"Microsoft Access, Azure SQL DB",10,Architect,3,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,100000.0,97153.14
United States,30,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, Azure SQL DB (any flavor)",30,Other,0,Full time employee,Local government,2020,Microsoft SQL Server,No,0,Male,85000.0,83389.38
United States,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, DB2, Cassandra, Azure SQL DB (any flavor), Amazon RDS (any flavor)",1,Architect,2,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,125000.0,130674.71
India,4,"Microsoft SQL Server, PostgreSQL",1,DBA,5,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,13000.0,10952.953
Canada,8,"Microsoft SQL Server, Oracle, Azure SQL DB, Amazon RDS (any flavor), Redshift",1,Architect,2,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70000.0,71707.88
United States,25,Microsoft SQL Server,5,DBA (Production Focus),2,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,120000.0,128467.195
United States,20,"Microsoft SQL Server, MongoDB",5,DBA (General),2,Full time employee,Private business,2018,Oracle,No,0,Male,125000.0,116092.35
Vietnam,5,"PostgreSQL, MongoDB, Redis, Redshift",5,Architect,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,36000.0,49868.727
India,4,Microsoft SQL Server,1,DBA,6,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,11300.000000000015,7191.8354
United States,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB",12,DBA (Production Focus),5,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,104000.0,121425.68
Canada,7,Microsoft SQL Server,7,Developer: App Code,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,66000.0,71253.94
United States,20,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor)",24,DBA (General),3,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,125.0,125262.13
United States,3,"Microsoft SQL Server, Microsoft Access",3,DBA (General),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,63000.0,81962.5
United States,18,Microsoft Access,12,Manager,0,Full time employee,"Education (K-12, college, university)",2020,Microsoft SQL Server,Yes,2,Male,125000.0,121173.43
South Africa,16,"Oracle, MySQL/MariaDB, DB2, Microsoft Access, SQLite, SQLBase",25,Developer: App Code,5,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,85000.0,38642.516
Canada,5,"Microsoft SQL Server, Microsoft Access",4,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,53000.0,55081.63
United States,5,"Microsoft SQL Server, MySQL/MariaDB, MongoDB, Microsoft Access, Actian",5,Analyst,0,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,85000.0,79979.92
